model,ordering,newton_iter,factor_time,schur_shape_0,schur_shape_1,nnz_M_reg,nnz_L,nnz_U,fill_ratio,reg,success,h_min,h_max,h_ratio
pilot87,MMD_AT_PLUS_A,39,1.905048e-01,3608,3608,251712,728368,771128,5.957189e+00,2.251871e-05,True,2.388967e-16,5.798762e+10,2.427310e+26
pilot87,MMD_AT_PLUS_A,40,1.880867e-01,3608,3608,251712,716367,766665,5.891781e+00,2.342333e-05,True,1.708068e-16,7.342705e+10,4.298837e+26
pilot87,MMD_AT_PLUS_A,41,2.025841e-01,3608,3608,251712,706400,749874,5.785477e+00,2.453648e-05,True,1.132964e-16,8.328244e+10,7.350849e+26
pilot87,MMD_AT_PLUS_A,42,2.276642e-01,3608,3608,251712,706610,749312,5.784079e+00,2.471301e-05,True,1.051853e-16,1.602782e+11,1.523769e+27
pilot87,MMD_AT_PLUS_A,43,1.850768e-01,3608,3608,251712,694146,743111,5.709926e+00,2.541627e-05,True,8.079580e-17,1.772522e+11,2.193829e+27
pilot87,MMD_AT_PLUS_A,44,1.804608e-01,3608,3608,251712,692697,748633,5.726108e+00,2.768603e-05,True,3.489276e-17,2.483108e+11,7.116399e+27
pilot87,MMD_AT_PLUS_A,45,1.859740e-01,3608,3608,251712,697210,742782,5.720792e+00,2.713389e-05,True,4.277320e-17,2.854834e+11,6.674353e+27
pilot87,MMD_AT_PLUS_A,46,1.813535e-01,3608,3608,251712,697363,744310,5.727470e+00,2.710488e-05,True,4.319497e-17,2.861960e+11,6.625679e+27
pilot87,MMD_AT_PLUS_A,47,1.840829e-01,3608,3608,251712,697588,742449,5.720971e+00,2.697318e-05,True,4.524799e-17,2.996030e+11,6.621355e+27
pilot87,MMD_AT_PLUS_A,48,1.801220e-01,3608,3608,251712,689134,749045,5.713589e+00,2.806047e-05,True,3.006035e-17,3.431380e+11,1.141497e+28
pilot87,MMD_AT_PLUS_A,49,1.797016e-01,3608,3608,251712,693455,749369,5.732043e+00,2.770851e-05,True,3.421238e-17,3.702493e+11,1.082208e+28
pilot87,MMD_AT_PLUS_A,50,1.806696e-01,3608,3608,251712,691919,737737,5.679729e+00,2.766822e-05,True,3.471196e-17,3.754050e+11,1.081486e+28
pilot87,MMD_AT_PLUS_A,51,1.967472e-01,3608,3608,251712,675550,736450,5.609586e+00,2.851855e-05,True,2.515084e-17,4.804729e+11,1.910365e+28
pilot87,MMD_AT_PLUS_A,52,2.034721e-01,3608,3608,251712,689150,741976,5.685569e+00,2.810692e-05,True,2.933499e-17,6.020613e+11,2.052365e+28
pilot87,MMD_AT_PLUS_A,53,2.299114e-01,3608,3608,251712,686105,750710,5.708170e+00,2.907268e-05,True,2.031872e-17,6.381487e+11,3.140694e+28
pilot87,MMD_AT_PLUS_A,54,1.948442e-01,3608,3608,251712,674109,736874,5.605545e+00,3.011062e-05,True,1.353146e-17,9.946447e+11,7.350610e+28
pilot87,MMD_AT_PLUS_A,55,1.854523e-01,3608,3608,251712,686238,749249,5.702895e+00,2.985528e-05,True,1.492766e-17,1.034883e+12,6.932658e+28
pilot87,MMD_AT_PLUS_A,56,1.891298e-01,3608,3608,251712,686624,752958,5.719163e+00,2.914069e-05,True,1.977675e-17,1.000275e+12,5.057833e+28
pilot87,MMD_AT_PLUS_A,57,1.834906e-01,3608,3608,251712,686496,752027,5.714956e+00,2.963295e-05,True,1.631703e-17,1.090971e+12,6.686085e+28
pilot87,MMD_AT_PLUS_A,58,2.367959e-01,3608,3608,251712,687422,754021,5.726557e+00,2.960981e-05,True,1.646639e-17,1.083012e+12,6.577107e+28
pilot87,MMD_AT_PLUS_A,59,1.849437e-01,3608,3608,251712,687472,754349,5.728058e+00,2.958121e-05,True,1.662834e-17,1.091738e+12,6.565524e+28
pilot87,MMD_AT_PLUS_A,60,1.969560e-01,3608,3608,251712,677784,728755,5.587890e+00,3.096278e-05,True,9.551642e-18,1.203362e+12,1.259848e+29
pilot87,MMD_AT_PLUS_A,61,1.776754e-01,3608,3608,251712,675541,731766,5.590941e+00,3.128475e-05,True,8.308716e-18,1.860358e+12,2.239044e+29
pilot87,MMD_AT_PLUS_A,62,1.800537e-01,3608,3608,251712,670595,731451,5.570040e+00,3.109171e-05,True,9.011273e-18,1.853054e+12,2.056374e+29
pilot87,MMD_AT_PLUS_A,63,1.772579e-01,3608,3608,251712,676137,732026,5.594342e+00,3.094595e-05,True,9.525101e-18,1.844639e+12,1.936608e+29
pilot87,MMD_AT_PLUS_A,64,2.381611e-01,3608,3608,251712,673670,739312,5.613487e+00,3.062270e-05,True,1.088820e-17,1.585541e+12,1.456201e+29
pilot87,MMD_AT_PLUS_A,65,1.780193e-01,3608,3608,251712,666465,717778,5.499313e+00,3.316297e-05,True,3.519156e-18,5.195086e+12,1.476231e+30
